Timestamp,Duration,Errors
29/04/2021 10:21:24.134 AM,197.93853765637826,0
29/04/2021 10:21:56.125 AM,271.59460701886286,1
29/04/2021 10:22:02.583 AM,310.6888160159958,0
29/04/2021 10:22:10.507 AM,227.50930281943215,0
29/04/2021 10:22:14.791 AM,309.0648682254955,1
29/04/2021 10:22:15.017 AM,217.29093712653622,0
29/04/2021 10:22:18.022 AM,314.3188667356261,0
29/04/2021 10:22:26.720 AM,219.31285585143127,0
29/04/2021 10:23:38.193 AM,195.88993024392278,0
29/04/2021 10:23:53.694 AM,256.43294124031826,1
29/04/2021 10:23:59.290 AM,236.56956419154332,1
29/04/2021 10:24:59.950 AM,244.2086524141097,1
29/04/2021 10:25:16.729 AM,232.81137687234997,0
29/04/2021 10:29:41.539 AM,254.82997599567153,1
29/04/2021 10:31:18.246 AM,215.10171752073222,0
29/04/2021 10:31:22.488 AM,255.77944442231205,0
29/04/2021 10:32:57.405 AM,209.03421565768122,1
29/04/2021 10:33:03.465 AM,220.37937439198325,1
29/04/2021 10:33:42.950 AM,220.96575703423179,0
29/04/2021 10:36:00.085 AM,317.050300558533,0
29/04/2021 10:36:19.259 AM,268.4337561912662,1
29/04/2021 10:37:12.365 AM,249.9794360524244,0
29/04/2021 10:38:38.722 AM,204.8832589929315,1
29/04/2021 10:38:57.790 AM,261.9240566653616,1
29/04/2021 10:39:02.912 AM,237.0038984870873,1
29/04/2021 10:39:42.584 AM,314.0456067737368,0
29/04/2021 10:40:43.745 AM,210.5040917906067,0
29/04/2021 10:42:14.210 AM,225.6268796301976,1
29/04/2021 10:42:28.636 AM,254.2213160793273,0
29/04/2021 10:43:34.217 AM,210.9975194977816,0
29/04/2021 10:43:40.950 AM,246.5494155800078,0
29/04/2021 10:43:44.559 AM,230.86914162923966,0
29/04/2021 10:46:02.633 AM,240.05885890718116,0
29/04/2021 10:47:01.506 AM,245.57875996991257,0
29/04/2021 10:47:10.423 AM,216.88565338466898,1
29/04/2021 10:47:25.387 AM,222.97997450259624,1
29/04/2021 10:48:34.938 AM,218.6908215245484,0
29/04/2021 10:48:55.690 AM,258.96718992621317,0
29/04/2021 10:49:52.214 AM,251.10562229880722,0
29/04/2021 10:51:45.364 AM,313.25748915299016,0
29/04/2021 10:51:49.326 AM,209.25190492496952,1
29/04/2021 10:52:33.758 AM,193.72491629773518,1
29/04/2021 10:52:43.633 AM,236.96749044441543,1
29/04/2021 10:54:47.190 AM,310.75135634022524,1
29/04/2021 10:55:11.085 AM,217.30145266611402,0
29/04/2021 10:55:11.597 AM,216.87253803273097,1
29/04/2021 10:55:52.136 AM,227.5338192330351,0
29/04/2021 10:56:21.520 AM,306.7582823099872,0
29/04/2021 10:56:42.270 AM,276.73463194826974,0
29/04/2021 10:57:24.552 AM,223.07263197686996,0
29/04/2021 10:57:26.873 AM,264.23953643846505,1
29/04/2021 10:57:45.448 AM,219.6271797234444,1
29/04/2021 10:58:31.608 AM,205.08917797531714,1
29/04/2021 11:00:07.491 AM,216.85014620940393,0
29/04/2021 11:00:15.817 AM,199.92208628965233,1
29/04/2021 11:00:53.045 AM,241.88260787775073,0
29/04/2021 11:01:09.375 AM,203.8402403289167,1
29/04/2021 11:01:22.182 AM,220.4519676633741,0
