Timestamp,Duration,Errors
29/04/2021 10:25:45.877 AM,491.4848063805763,1
29/04/2021 10:25:57.436 AM,534.1569129930282,1
29/04/2021 10:26:34.343 AM,573.4123756907824,1
29/04/2021 10:26:43.805 AM,522.9944824259271,1
29/04/2021 10:27:37.523 AM,388.9113128413288,1
29/04/2021 10:28:12.315 AM,596.4635835773316,1
29/04/2021 10:29:21.454 AM,609.7812428155994,1
29/04/2021 10:30:06.768 AM,164.88631843481983,1
29/04/2021 10:30:08.360 AM,663.7517859258077,1
29/04/2021 10:30:31.188 AM,897.6771317588164,1
29/04/2021 10:31:00.595 AM,483.1975910909099,1
29/04/2021 10:31:14.538 AM,473.5437155565406,1
29/04/2021 10:31:18.745 AM,529.5928303396989,0
29/04/2021 10:31:42.796 AM,491.51936467253506,1
29/04/2021 10:31:52.941 AM,634.0432340007204,1
29/04/2021 10:32:44.075 AM,471.7916056245934,1
29/04/2021 10:33:01.619 AM,535.7564903259191,1
29/04/2021 10:33:10.305 AM,521.4159898073441,1
29/04/2021 10:33:10.937 AM,504.13571947931405,1
29/04/2021 10:33:37.157 AM,543.7279693062608,1
29/04/2021 10:33:45.974 AM,536.510859513526,1
29/04/2021 10:33:53.878 AM,691.2320261088902,0
29/04/2021 10:34:04.351 AM,104.16154204086581,1
29/04/2021 10:34:13.627 AM,479.64532166409913,0
29/04/2021 10:34:39.210 AM,432.6973322490096,1
29/04/2021 10:34:44.128 AM,461.74097844354276,1
29/04/2021 10:34:59.607 AM,663.4251826516127,1
29/04/2021 10:35:11.859 AM,450.18726041786294,1
29/04/2021 10:35:12.165 AM,625.070282631642,1
29/04/2021 10:35:39.328 AM,587.3270677908677,0
29/04/2021 10:36:09.326 AM,477.9734185314508,1
29/04/2021 10:36:32.741 AM,415.9541908865833,1
29/04/2021 10:36:39.478 AM,451.93345941818893,1
29/04/2021 10:36:52.897 AM,575.9756191363534,1
29/04/2021 10:36:55.489 AM,559.7684489083678,1
29/04/2021 10:37:26.086 AM,407.45882200786656,1
29/04/2021 10:38:32.429 AM,658.9316968269851,1
29/04/2021 10:38:34.002 AM,729.3487524683576,1
29/04/2021 10:38:35.170 AM,546.8928712492982,0
29/04/2021 10:39:38.881 AM,451.56091359640993,0
29/04/2021 10:39:48.213 AM,571.5570148057408,0
29/04/2021 10:39:54.019 AM,571.2321027501904,1
29/04/2021 10:40:04.245 AM,615.3198669060104,0
29/04/2021 10:40:20.713 AM,441.51698435111985,0
29/04/2021 10:40:23.651 AM,459.9080046095467,0
29/04/2021 10:40:33.023 AM,524.3333567281616,0
29/04/2021 10:40:48.677 AM,507.82752797724424,1
29/04/2021 10:41:02.392 AM,587.7141154193547,1
29/04/2021 10:41:32.213 AM,437.79697073959835,1
29/04/2021 10:41:38.572 AM,544.7064602524231,1
29/04/2021 10:41:57.617 AM,399.4683232523834,1
29/04/2021 10:42:03.740 AM,831.1966594291315,1
29/04/2021 10:42:41.956 AM,756.2864099637239,1
29/04/2021 10:42:45.828 AM,422.52280306076085,1
29/04/2021 10:42:47.672 AM,470.64932760205227,0
29/04/2021 10:42:55.733 AM,457.26835644340423,1
29/04/2021 10:43:09.035 AM,541.6677784051835,1
29/04/2021 10:43:37.957 AM,591.0388732448826,1
29/04/2021 10:43:41.310 AM,894.5455625435401,1
29/04/2021 10:44:05.879 AM,410.2645886555857,1
29/04/2021 10:44:10.584 AM,608.0879930410645,1
29/04/2021 10:44:11.455 AM,567.6210524168542,1
29/04/2021 10:44:26.786 AM,655.4641140619663,1
29/04/2021 10:44:30.953 AM,453.94886889052714,1
29/04/2021 10:44:43.006 AM,490.66676108649756,0
29/04/2021 10:45:13.689 AM,524.1426372930184,1
29/04/2021 10:45:25.390 AM,840.4621262736251,1
29/04/2021 10:45:56.428 AM,532.2555180811755,1
29/04/2021 10:46:11.761 AM,443.97447583280666,1
29/04/2021 10:46:13.839 AM,487.11886329096234,1
29/04/2021 10:46:16.010 AM,416.06187253879244,0
29/04/2021 10:47:01.674 AM,634.8841397821352,0
29/04/2021 10:47:24.048 AM,851.3712110815483,1
29/04/2021 10:48:11.665 AM,488.6065583527677,1
29/04/2021 10:48:31.204 AM,647.7277528227662,1
