Timestamp,Duration,Errors
29/04/2021 10:21:20.566 AM,401.89787996454606,0
29/04/2021 10:23:21.606 AM,680.7373976136325,0
29/04/2021 10:24:26.547 AM,373.69253661778896,0
29/04/2021 10:24:44.937 AM,442.8067794468554,0
29/04/2021 10:25:39.000 AM,344.205439401854,0
29/04/2021 10:28:33.578 AM,689.5562706752235,0
29/04/2021 10:29:22.536 AM,443.0576389471052,0
29/04/2021 10:29:58.137 AM,385.42310875059303,0
29/04/2021 10:30:03.098 AM,382.88065541538225,0
29/04/2021 10:30:44.815 AM,693.5242573494872,0
29/04/2021 10:31:12.729 AM,671.1590131620032,0
29/04/2021 10:31:31.102 AM,396.5951326110943,0
29/04/2021 10:31:46.341 AM,450.5440157328656,0
29/04/2021 10:33:11.689 AM,681.9850115722187,0
29/04/2021 10:33:21.383 AM,469.85695825356777,0
29/04/2021 10:33:44.599 AM,455.9266948221342,0
29/04/2021 10:33:55.571 AM,462.48073685108886,0
29/04/2021 10:34:22.634 AM,418.6982204917391,0
29/04/2021 10:35:46.575 AM,726.4065512447326,0
29/04/2021 10:36:07.779 AM,443.91427121638094,0
29/04/2021 10:37:36.936 AM,478.53537470022957,0
29/04/2021 10:38:39.689 AM,391.30924154483034,0
29/04/2021 10:38:55.183 AM,388.13133262458757,0
29/04/2021 10:39:10.246 AM,696.9706998720708,0
29/04/2021 10:39:18.697 AM,428.52140943338253,0
29/04/2021 10:39:23.938 AM,464.10351975986345,0
29/04/2021 10:39:48.923 AM,346.2948914737413,0
29/04/2021 10:41:26.196 AM,385.35132634245497,0
29/04/2021 10:42:15.469 AM,470.14834034679114,0
29/04/2021 10:42:35.912 AM,425.6581210684077,0
29/04/2021 10:42:45.476 AM,399.79686998615085,0
29/04/2021 10:43:52.745 AM,368.87713596579806,0
29/04/2021 10:45:20.842 AM,551.2644326548353,0
29/04/2021 10:48:33.011 AM,429.38612116844416,0
29/04/2021 10:51:51.599 AM,447.84228657865305,0
29/04/2021 10:51:58.666 AM,393.82128920328296,0
29/04/2021 10:53:39.509 AM,377.6812554072501,0
29/04/2021 10:56:25.271 AM,510.8151642993322,0
29/04/2021 10:56:27.504 AM,463.8682551399661,0
29/04/2021 10:57:56.974 AM,437.9445169447699,0
29/04/2021 10:58:32.315 AM,448.7770831543499,0
29/04/2021 10:58:38.763 AM,473.3817958012654,0
29/04/2021 10:58:40.022 AM,449.8203052195339,0
29/04/2021 10:59:25.692 AM,486.3169660269942,0
29/04/2021 11:01:23.534 AM,472.2421338087593,0
29/04/2021 11:02:15.936 AM,472.3806257528823,0
29/04/2021 11:02:19.771 AM,481.7602619666349,0
29/04/2021 11:02:46.804 AM,391.7216558794045,0
29/04/2021 11:03:20.627 AM,471.4803370007673,0
29/04/2021 11:03:55.594 AM,375.65825570503023,0
29/04/2021 11:05:16.271 AM,462.6501136170101,0
29/04/2021 11:06:13.364 AM,509.7750999106726,0
29/04/2021 11:06:20.230 AM,445.3136750454908,0
29/04/2021 11:07:32.919 AM,379.0169612453508,0
29/04/2021 11:08:03.019 AM,403.1681467317212,0
29/04/2021 11:08:43.475 AM,474.2884797187228,0
29/04/2021 11:10:55.541 AM,528.8857320705486,0
29/04/2021 11:11:06.564 AM,428.2785351517875,0
29/04/2021 11:12:54.264 AM,472.3584665257436,0
29/04/2021 11:14:00.878 AM,331.1389724550175,0
29/04/2021 11:14:14.712 AM,344.34753571106876,0
29/04/2021 11:14:17.499 AM,483.77469048790425,0
29/04/2021 11:14:18.270 AM,423.68205968477514,0
29/04/2021 11:14:39.228 AM,498.748902890146,0
29/04/2021 11:14:55.402 AM,419.28363011530837,0
